ID,Language_ID,Headword,Part_Of_Speech,Abstract_Noun,Agentive_Noun,Alternative_Form,Associated_Phrasemes,Attributive,Contains,Dialectal_Distribution,Diffusive_Form,Entry_IDs,Etymology,Infinitive,MarkedPossession,Morphological_Segmentation,NonPossessed_Form,Phonetic_Form,Plural,Possessed_Plural,Predictable_Dialectal_Variants,Related_Dialectal_Form,Source,Variant_Form
TSE21661,tzh,jch'abajom,n.,,,,,,TSE08101,Cancuc,,,,,,j- ch'ab -aj -om,,,,,,,,
TSE21671,tzh,jch'akel,n.,,,,,,,,,,,,,j- ch'ak -el,,,,,,,,
TSE21681,tzh,jch'iel,n.,,,,,,,"Oxchuc, Tenejapa",,,,,,j- ch'i -el,,,,,alternancia J-: Oxchuc <ch'iel>,,,
TSE21691,tzh,jchihiwej,n.,,,,,,TSE11451,Bachajón,,,,,,j- chih -iw -ej,,,,,,,,
TSE21701,tzh,jch'ihyel,n.,,,,,,TSE11651,Bachajón,,,,,,j- ch'ihy -el,,,,,,Oxchuc [jch'iel](TSE21681),,
TSE21711,tzh,jch'ixjol,n.,,,,,,,,,,,,,j- ch'ix + jol,,,,,,,,
TSE21721,tzh,jch'ohom,n.,,,,,,TSE13661,Petalcingo,,,,,,j- ch'ohom,,,,,,,,
TSE21731,tzh,jchombajel,n.,,,,,,,,,,,,,j- chon -baj -el,,,,,,,,
TSE21741,tzh,jchukel,n.,,,,,,TSE15161,,,,,,,j- chuk -el,,,,,,,,
TSE21751,tzh,je,interj.,,,,,,,,,,,,,,,,,,,,,
TSE21761,tzh,je,interj.,,,,,,,,,,,,,,,,,,,,,
TSE21771,tzh,je',interj.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE21781,tzh,je',t.v.,,,,,,,,,,,,,,,,,,,Bachajón (San Sebastián) [jeb](TSE21821),,
TSE21791,tzh,je',t.v.,,,,,,,Bachajón,,,,,,,,,,,,,,
TSE21801,tzh,je',t.v.,,,,,,,Altamirano,,,del tojol-ab'al,,,,,,,,,,,
TSE21811,tzh,jeb,t.v.,,,,,,,"Bachajón, Petalcingo",,,,,,,,,,,,"Center, Chilón, Guaquitepec [k'eb](TSE29781)",,
TSE21821,tzh,jeb,t.v.,,,,,,,Bachajón (San Sebastián),,,,,,,,,,,,,,
TSE21831,tzh,jech,adv.,,,,,,,"Bachajón, Cancuc",,,,,,,,,,,,,,
TSE21841,tzh,jech',n.,,,xjech',,,,"Bachajón, Guaquitepec",,,,,-ul,,,,,,,,,
TSE21851,tzh,jech',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE21852,tzh,jehch',num.clas.,,,,,,TSE21851,,,,,,,jech' -h-,,,,,alternancia H: <jejch'>,,,
TSE21861,tzh,jech',t.v.,,,,,,,,,,,,,,,,,,,Oxchuc [jets'](TSE22661),,
TSE21871,tzh,j'echej,n.,,,,,,,"Bachajón, Petalcingo",,,,,,j- 'echej,,,,,,,,
TSE21881,tzh,jech'el,pos.adj.,jech'il,,,,,,,,,,,,jech' -el,,,jech'ajtik,,,,,
TSE21891,tzh,jech'et,expr.,,,jech'ech'et,,,,,,,,,,jech' -et,,,,,,,,
TSE21901,tzh,jechjel,adv.,,,,,,,Bachajón,,,,,,jech + jel,,,,,,Oxchuc <jejch'jelel>; Tenejapa [jejchjeltik](TSE21902),,
TSE21902,tzh,jejchjeltik,adv.,,,,,,,Tenejapa,,TSE21901,,,,jech + jel,,,,,,,,
TSE21911,tzh,jechk'al,adv.,,,,,,,Bachajón,,,,,,jech + k'al,,,,,,,,
TSE21921,tzh,jech'unaj,expr.,,,,,,,,,,,,,jech' -unaj,,,,,,,,
TSE21931,tzh,je'el,pos.adj.,,,,,,,,,,,,,je' -el,,,je'ajtik,,,,,
TSE21941,tzh,jehch,num.clas.,"-el, -elil, -elul",,,,,,,,,,,,jech -h-,,,,,"alternancia H: <jejch, Oxchuc jejch'>",,,
TSE21951,tzh,jehch,adv.,,,,,,,,,,,,,jech -h-,,,,,"alternancia H: <jejch, Oxchuc jejch'>","Bachajón, Cancuc [jech](TSE21831)",,
TSE21961,tzh,jehch'aj,i.v.,,,,,,,Petalcingo,,,,,,jech' -h- -aj,,,,,,,,
TSE21971,tzh,jehch'an,t.v.,,,,,,,Petalcingo,,,,,,jech' -h- -an,,,,,,,,
TSE21981,tzh,jehl,i.v.,,,,,,TSE22131,"Bachajón, Tenejapa",,,,,,jel -h-,,,,,alternancia H: <jel>,,,
TSE21991,tzh,jehlup'in,t.v.,,,,,,,,,,,,,jel -h- -up' -in,,,,,alternancia H: <jelup'in>,"Cancuc [jelap'in](TSE22201); Oxchuc [jelbin](TSE22221); var. Bachajón, Petalcingo <jelup'in, jehlop'in, jelop'in>",,
TSE22001,tzh,jehlup'tay,t.v.,,,,,,,"Bachajón(San Sebastián), Petalcingo",,,,,,jelup' -tay,,,,,alternancia -Y: <jehlup'ta>,,,
TSE22011,tzh,jehlup'tay,t.v.,,,,,,,Bachajón (San Jerónimo),,,,,,jelup' -tay,,,,,alternancia -Y: <jehlup'ta>,,,
TSE22021,tzh,jehp,num.clas.,,,,,,TSE22451,,,,,,,jep -h-,,,,,"alternancia H: <jejp, Oxchuc jejb>",,,
TSE22031,tzh,jehp,i.v.,,,,,,TSE22451,"Guaquitepec, Petalcingo",,,,,,jep -h-,,,,,alternancia H: <jejp>,,,
TSE22041,tzh,jehp',num.clas.,,,,,,TSE22471,Petalcingo,,TSE22021,,,,jep' -h-,,,,,,,,
TSE22051,tzh,jehp'an,t.v.,,,,,,TSE22471,Petalcingo,,,,,,jep' -h- -an,,,,,,,,
TSE22061,tzh,jehp'lajan,expr.,,,,,,,Bachajón,,,,,,jep' -h- -lajan,,,,,,,,
TSE22071,tzh,j'ehts',n.v.p.,,,,,,TSE16221,,,,,,,j- 'ets' -h-,,,,,,,,
TSE22081,tzh,jek,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE22091,tzh,jek,i.v.,,,,,,,,,TSE22081,,,,,,,,,,,,
TSE22101,tzh,jek,t.v.,,,,,,,"Bachajón, Petalcingo",,,,,,,,,,,,,,
TSE22111,tzh,jekel,pos.adj.,,,,,,,,,,,,,jek -el,,,jekajtik,,,,,
TSE22121,tzh,jel,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE22131,tzh,jel,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE22141,tzh,jel,n2.,,,,,,,,,,,,,,,,,,,,,
TSE22151,tzh,jelab,n2.,,,,,,,"Guaquitepec, Petalcingo, Oxchuc, Tenejapa",,,,,,jel -ab,-il,,,,,Cancuc [jelap'](TSE22191),,
TSE22161,tzh,jelaj,i.v.,,,,,,,,,,,,,jel -aj,,,,,,,,
TSE22171,tzh,jel'ak'tay,t.v.,,,,,,,"Center, Guaquitepec, Yajalón",,,,,,jel + ak' -tay,,,,,alternancia -Y: <jel'ak'ta>,,,
TSE22181,tzh,jelan,t.v.,,,,,,,,,,,,,jel -an,,,,,,,,
TSE22191,tzh,jelap',n2.,,,,,,,Cancuc,,,,,,jel -ap',,,,,,,,
TSE22201,tzh,jelap'in,t.v.,,,,,,TSE22191,Cancuc,,,,,,jel -ap' -in,,,,,,,,
TSE22211,tzh,jelaw,i.v.,,,,,,,,,,,,,jel -aw,,,,,,,,
TSE22221,tzh,jelbin,t.v.,,,,,,,Oxchuc,,,,,,jel -ab -in,,,,,,,,
TSE22231,tzh,j'elek',n.,,,,,,TSE16401,,,TSE22232,,,,j- 'elek',,,,,alternancia J-: <elek'>,,,
TSE22232,tzh,j'elek' tuluk',n.,,,,,,TSE22231 ; TSE67041,,,TSE46561,,,,j- 'elek' + tuluk',,,,,,,,
TSE22241,tzh,jelel,pos.adj.,,,,,,,,,,,,,jel -el,,,jelajtik,,,,,
TSE22251,tzh,jelel tasal,pos.adj.co.,,,,,,TSE22241 ; TSE57861,"Bachajón, Cancuc, Oxchuc, Tenejapa",,,,,,jel -el + tas -al,,,jelel tasajtik,,,Villa Las Rosas <lamal tasal>,,
TSE22261,tzh,jelep',n2.,,,,,,,,,,,,,,,,,,,,,
TSE22271,tzh,jelep'tay,t.v.,,,,,,TSE22261,Bachajón (San Sebastián),,,,,,jelep' -tay,,,,,,Bachajón (San Jerónimo) [jehlup'tay](TSE22011),,
TSE22281,tzh,jeljon,expr.,,,,,,,,,,,,,jel -REDUPL:C1on,,,,,,,,
TSE22291,tzh,jelol,n2.,,,,,,TSE22131,,,,,,,jel -ol,-il,,,,,,,
TSE22301,tzh,jelolin,t.v.,,,,,,TSE22291,,,,,,,jel -ol -in,,,,,,,,
TSE22311,tzh,jelon,i.v.,,,,,,TSE22131,,,,,,,jel -on,,,,,,"Aguacatenango, Petalcingo, Yajalón [jelun](TSE22351)",,
TSE22321,tzh,jelontes,t.v.,,,,,,TSE22311,,,,,,,jel -on -tes,,,,,,"Aguacatenango, Petalcingo, Yajalón [jeluntes](TSE22361)",,
TSE22331,tzh,jelp'uj,i.v.,,,,,,,,,,,,,jel -p'uj,,,,,,,,
TSE22341,tzh,jeltay,t.v.,,,,,,TSE22141,,,,,,,jel -tay,,,,,alternancia -Y: <jelta>,,,
TSE22351,tzh,jelun,i.v.,,,,,,TSE22131,"Aguacatenango, Petalcingo, Yajalón",,,,,,jel -un,,,,,,,,
TSE22361,tzh,jeluntes,t.v.,,,,,,TSE22351,"Aguacatenango, Petalcingo, Yajalón",,,,,,jel -un -tes,,,,,,,,
TSE22371,tzh,jem,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE22381,tzh,jemel,pos.adj.,,,,,,,,,,,,,jem -el,,,jemajtik,,,,,
TSE22391,tzh,jemel,n.,,,,,,,,,,,,,jem -el,,,,,,,,
TSE22401,tzh,jenan,t.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jen -an,,,,,,,,
TSE22411,tzh,jenel,pos.adj.,jenil,,,,,,Center,,,,,,jen -el,,,jenajtik,,,,,
TSE22421,tzh,jenjen,n.,,,,,,,"Aguacatenango, Tenejapa",,,,,,jen -REDUPL:C1VC2,,,,,,,,
TSE22431,tzh,jenjen,adj.,,,,,,,"Amatenango, Cancuc",,,,,,jen -REDUPL:C1VC2,,,,,,,,
TSE22441,tzh,jente,n.,,,,,,,,,,del español,,"-il, -ul",,,,,,,,,
TSE22451,tzh,jep,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE22461,tzh,jep,i.v.,,,,,,,,,TSE22451,,,,,,,,,,,,
TSE22471,tzh,jep',t.v.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE22481,tzh,jep',t.v.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE22491,tzh,jepel,pos.adj.,,,,,,,,,TSE22111,,,,jep -el,,,jepajtik,,,,,
TSE22501,tzh,jep'el,pos.adj.,,,,,,,Petalcingo,,,,,,jep' -el,,,jep'ajtik,,,,,
TSE22511,tzh,jepts'uj,i.v.,,,,,,,,,,,,,jep -ts'uj,,,,,,,,
TSE22521,tzh,jepts'un,t.v.,,,,,,,,,,,,,jep -ts'un,,,,,,,,
TSE22531,tzh,jerket,n.,,,,,,,Guaquitepec,,,,,,,,,,,,,,
TSE22541,tzh,jes,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE22551,tzh,jesab,n.,,,,,,,"Bachajón, Guaquitepec",,,,,,jes -ab,,,,,,Amatenango [jisawal ak](TSE22562); Petalcingo [jesawal ak](TSE22561),,
TSE22561,tzh,jesawal ak,n.,,,,,,,Petalcingo,,TSE22551,,,,jes -aw -al + ak,,,,,,,,
TSE22562,tzh,jisawal ak,n.,,,,,,,Amatenango,,TSE22551,,,,jis -aw -al + ak,,,,,,,,
TSE22571,tzh,jeses,adj.,,,,,,,Bachajón,,,,,,jes -REDUPL:VC2,,,,,,,,
TSE22581,tzh,jesjestik,diff.adj.,,,,,,,Tenejapa,,,,,,jes -REDUPL:C1VC2 -tik,,,,,,,,
TSE22591,tzh,jet,n2.,,,,,,,,,,,,,,-il,,,,,,,
TSE22601,tzh,jetbeh,n.,,,,,,,,,,,,,jet + beh,,,,,"alternancia H: <jetbej, jetbe>",,,
TSE22611,tzh,jetel,pos.adj.,jetil,,,,,,,,,,,,jet -el,,,jetajtik,,,,,
TSE22621,tzh,jet'el,pos.adj.,,,,,,,,,,,,,jet' -el,,,jet'ajtik,,,,,
TSE22631,tzh,jet'k'uj,i.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jet' -k'uj,,,,,,,,
TSE22641,tzh,jet'k'un,t.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jet' -k'un,,,,,,,,
TSE22651,tzh,jets',t.v.,,,,,,,Petalcingo,,,,,,,,,,,,,,
TSE22661,tzh,jets',t.v.,,,,,,,Oxchuc,,,,,,,,,,,,,,
TSE22671,tzh,jets'et,expr.,,,jets'ets'et,,,,,,,,,,jets' -et,,,,,,,,
TSE22681,tzh,jets'u,onom.,,,,,,,,,,,,,,,,,,,,,
TSE22691,tzh,jets'unaj,expr.,,,,,,,,,,,,,jets' -unaj,,,,,,,,
TSE22701,tzh,jetuntay,t.v.,,,,,,,,,,,,,jet -un -tay,,,,,alternancia -Y: <jetunta>,,,
TSE22711,tzh,jew,adj.,,,,,"Amatenango, Petalcingo -il; Tenejapa -ul",,"Amatenango, Cancuc, Guaquitepec, Oxchuc, Petalcingo, Tenejapa",[jewjewtik](TSE22712),,,,,,,,,,,Bachajón [xehwexehw](TSE73011),,
TSE22712,tzh,jewjewtik,diff.adj.,,,,,,TSE22711,"Cancuc, Guaquitepec, Oxchuc, Petalcingo, Tenejapa",,,,,,jew -REDUPL:CVC -tik,,,,,,,,
TSE22721,tzh,jew,t.v.,,,,,,,"Guaquitepec, Petalcingo, Sibakja’, Tenejapa",,,,,,,,,,,,Bachajón [xet'](TSE73161),,
TSE22731,tzh,jew,t.v.,,,,,,,Tenejapa,,,,,,,,,,,,Bachajón [xew](TSE73201),,
TSE22741,tzh,jewel,pos.adj.,,,,,,,"Cancuc, Guaquitepec, Oxchuc",,,,,,jew -el,,,jewajtik,,,,,
TSE22751,tzh,jewel,pos.adj.,jewil,,,,,,"Bachajón, Guaquitepec, Petalcingo, Tenejapa",,,,,,jew -el,,,jewajtik,,,,,
TSE22761,tzh,jewts'uj,i.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jew -ts'uj,,,,,,,,
TSE22771,tzh,jewts'un,t.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jew -ts'un,,,,,,,,
TSE22781,tzh,jex,n.,,,,,,,,,TSE22791,,,,,,,,,,"Bachajón, Cancuc (véase [jexjex](TSE22791))",,
TSE22791,tzh,jexjex,n.,,,,,,,"Bachajón, Cancuc",,,,,,jex -REDUPL:C1VC2,,,,,,,,
TSE22801,tzh,ji,n.,,,,,,,,,,,,,,,,,,,,,
TSE22811,tzh,ji',n.,,,,,,,,,,,,,,,,,,,,,
TSE22821,tzh,ji',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE22831,tzh,j'ib,n.,,,,,,,,,,,,,j- 'ib,,,,,alternancia J-: <ib>,"el armadillo tiene ""nombres secretos"" para evitar que se convierta en serpiente al cazarlo; en varios lugares estos nombres han llegado a desplazar por completo el nombre original: [mayil chan](TSE40891) o [mail chan](TSE39661) 'bicho chilacayote' (Abasolo, Bachajón, Oxchuc, Sibakja’, San Pedro Pedernal, Tenejapa), [mayil ti'bal](TSE40911) 'carne chilacayote' (Tenejapa), [me'mut](TSE41491) 'gallina' (Villa Las Rosas), [tuluk' chan](TSE67051) 'bicho guajolote' (Aguacatenango), [ts'alpat](TSE62501) 'espalda rayada' (Bachajón, Cancuc, Chilón, Guaquitepec, Sibakja’, Sitalá, Tenango, Yajalón), [ts'olpat](TSE64681) 'ídem' (Abasolo, San Pedro Pedernal), [jwechpat](TSE26761) 'espalda levantada' (Petalcingo), entre otros",,
TSE22841,tzh,j'ib xux,n.,,,,,,,Bachajón,,,,,,j- 'ib + xux,,,,,,,,
TSE22851,tzh,jich,adv./n.v.p.,,,,,,,,,,,,,,,,,,,,,
TSE22861,tzh,jich sk'an kola',phr.(adv.+VP),,,,,,TSE17561 ; TSE28261 ; TSE31981,Tenejapa,,,,,,,,,,,,,,
TSE22871,tzh,jich'il,pos.adj.,,,,,,,"Cancuc, Oxchuc, Tenejapa",,,,,,jich' -il,,,jich'ajtik,,,,,
TSE22881,tzh,jih'aj,i.v.,,,,,,,,,,,,,ji' -h- -aj,,,,,alternancia H: <ji'aj>,,,
TSE22891,tzh,jih'an,t.v.,,,,,,,,,,,,,ji' -h- -an,,,,,alternancia H: <ji'an>,,,
TSE22901,tzh,jihk'awet,expr.,,,,,,,,,,,,,jik' -h- -awet,,,,,alternancia H: <jijk'awet>,,,
TSE22911,tzh,jihlaj,i.v.,,,,,,,,,,,,,jil -h- -aj,,,,,alternancia H: <jilaj>,,,
TSE22921,tzh,jihlan,t.v.,,,,,,,,,,,,,jil -h- -an,,,,,alternancia H: <jilan>,,,
TSE22931,tzh,jihm,i.v.,,,,,,TSE23291,Petalcingo,,,,,,jim -h-,,,,,,,,
TSE22941,tzh,jihmaj,i.v.,,,,,,,"Bachajón, Guaquitepec",,,,,,jim -h- -aj,,,,,alternancia H: <jimaj>,,,
TSE22951,tzh,jihman,t.v.,,,,,,,"Bachajón, Guaquitepec",,,,,,jim -h- -an,,,,,alternancia H: <jimaj>,,,
TSE22961,tzh,jihmuch',n.,,,,,,,"Bachajón, Petalcingo",,,,,,jim -h- -uch',,,,,,"Oxchuc, Tenejapa [jimoch'](TSE23311)",,
TSE22971,tzh,jihn,i.v.,,,,,,TSE23341,,,,,,,jin -h-,,,,,alternancia H: <jin>,Petalcingo [jihm](TSE22931),,
TSE22981,tzh,jihpaj,i.v.,,,,,,,,,,,,,jip -h- -aj,,,,,"alternancia H: <jijpaj, Oxchuc jijbaj>",,,
TSE22991,tzh,jihpan,t.v.,,,,,,,,,,,,,jip -h- -an,,,,,"alternancia H: <jijpan, Oxchuc jijban>",,,
TSE23001,tzh,jihte',n.,,,,,,TSE58281,,,,,,,jih + te',,,,,alternancia H: <jijte'>,,,
TSE23011,tzh,jihts,i.v.,,,,,,TSE23601,,,,,,,jits -h-,,,,,"alternancia H: <jijts, Oxchuc jijts'>",,,
TSE23021,tzh,jihtsan,t.v.,,,,,,TSE23601,"Bachajón, Guaquitepec, Petalcingo, Villa Las Rosas",,,,,,jits -h- -an,,,,,alternancia H: <jijtsan>,,,
TSE23031,tzh,ji'il,pos.adj.,,,,,,,,,,,,,ji' -il,,,ji'ajtik,,,,,
TSE23041,tzh,jijk'an,t.v.,,,,,,,Guaquitepec,,,,,,jik' -j- -an,,,,,,,,
TSE23051,tzh,jijts',n2.,,,,,,,"Center, Guaquitepec, Amatenango",,,,,,,-il,,,,,,,
TSE23061,tzh,jik',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23071,tzh,jik',t.v.,,,,[la sjik' yo'tan](TSE34681),,,"Guaquitepec, Oxchuc, Petalcingo",,,,,,,,,,,,,,
TSE23081,tzh,jik'et,expr.,,,jik'ik'et,,,,,,,,,,jik' -et,,,,,,,,
TSE23091,tzh,jikichab,n.,,,,,,,Villa Las Rosas,,,,,,jik -i + chab (protomaya <kab'> 'tierra'),,,,,,,,
TSE23101,tzh,jik'ik',adj.,,,,,,,,,,,,,jik' -REDUPL:VC2,,,,,,,,
TSE23111,tzh,jik'il,pos.adj.,,,,,,,Guaquitepec,,,,,,jik' -il,,,jik'ajtik,,,,,
TSE23121,tzh,jik'jik' ohbal,n.,,,,,,,,,,,,,jik' -REDUPL:C1VC2 + ohbal,,,,,alternancia H: <jik'jik' obal>,,,
TSE23131,tzh,jik'jon,expr.,,,,,,,,,,,,,jik' -REDUPL:C1on,,,,,alternancia O/U: <jik'jun>,,,
TSE23141,tzh,jik'unaj,expr.,,,,,,,,,,,,,jik' -unaj,,,,,,,,
TSE23151,tzh,jil,i.v.,,,,,,,,,,,,,,,,,,,,,
TSE23161,tzh,jil,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23162,tzh,jihl,num.clas.,,,,,,TSE23161,,,,,,,jil -h-,,,,,alternancia H: <jil>,,,
TSE23171,tzh,j'il alal,n.,,,,,,,,,,,,,j- 'il + al -al,,,,,,,,
TSE23181,tzh,j'il k'in,n.,,,,,,TSE19231,,,,,,,j- 'il + k'in,,,,,,,,
TSE23191,tzh,j'il mexa,n.,,,,,,,Tenejapa,,,,,,j- 'il + mexa,,,,,,,,
TSE23201,tzh,jilbay,t.v.,,,,,,,"Bachajón, Petalcingo",,,,,,jil -bay,,,,,alternancia -Y: <jilba>,,,
TSE23211,tzh,jiles,t.v.,,,,,,TSE17591,South,,,,,,jil -es,,,,,,,,
TSE23221,tzh,jilib,n2.,,,,,,,Tenejapa,,,,,,jil -ib,-al,,,,,,,
TSE23231,tzh,jilib,n.,,,,,,,,,TSE23221,,,,,,,,,,,,
TSE23241,tzh,jilil,pos.adj.,,,,,,,,,,,,,jil -il,,,jilajtik,,,,,
TSE23251,tzh,j'ilojom,n.,,,,,,TSE19401,Bachajón,,,,,,j- 'il -oj -om,,,,,,Amatenango [j'ilaw](TSE19403),,
TSE23261,tzh,jiltes,t.v.,,,,,,,,,,,,,jil -tes,,,,,,,,
TSE23271,tzh,j'ilujel,n.,,,,,,,Petalcingo,,,,,,j- 'il -oj -el,,,,,,,,
TSE23281,tzh,jim,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23291,tzh,jim,t.v.,,,,,,,"Cancuc, Petalcingo",,,,,,,,,,,,,,
TSE23301,tzh,jimil,pos.adj.,,,,,,,Bachajón,,,,,,jim -il,,,jimajtik,,,,,
TSE23311,tzh,jimoch',n.,,,,,,,"Oxchuc, Tenejapa",,,,,,jim -och',,,,,,,,
TSE23321,tzh,jimts'uj,i.v.,,,,,,,"Bachajón, Guaquitepec",,,,,,jim -ts'uj,,,,,,,,
TSE23331,tzh,jimts'un,t.v.,,,,,,,"Bachajón, Guaquitepec",,,,,,jim -ts'un,,,,,,,,
TSE23341,tzh,jin,t.v.,,,,,,,,,,,,,,,,,,,"Petalcingo, var. Cancuc [jim](TSE23291)",,
TSE23351,tzh,jinel,n.,,,,,,TSE23341,,,,,,,jin -el,,,,,,,,
TSE23361,tzh,jip,adv.,,,,,,,,,,,,,,,,,,,,,
TSE23371,tzh,jip,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23381,tzh,jipil,pos.adj.,,,,,,,,,,,,,jip -il,,,jipajtik,,,,,
TSE23391,tzh,jip'il,pos.adj.,,,,,,,"Bachajón, Cancuc, Oxchuc, Petalcingo",,,,,,jip' -il,,,jip'ajtik,,alternancia P': Oxchuc <jibil>,,,
TSE23401,tzh,jip'il,pos.adj.,,,,,,,Tenejapa,,,,,,jip' -il,,,jip'ajtik,,,,,
TSE23411,tzh,jipk'uj,i.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jip -k'uj,,,,,,,,
TSE23421,tzh,jipk'un,t.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jip -k'un,,,,,,,,
TSE23431,tzh,jiptajib,n2.,,,,,,,,,,,,,jip -tajib,-al,,,,,,,
TSE23441,tzh,jis,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23451,tzh,jis,num.clas.,,,,,,,,,,,,,,,,,,,,,
TSE23461,tzh,j'is,n.,,,,,,,,,,,,,j- 'is,,,,,,"Cancuc, Guaquitepec <is mut>",,
TSE23471,tzh,jisan,t.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jis -an,,,,,,,,
TSE23481,tzh,jisil,pos.adj.,jisil,,,,,,,,,,,,jis -il,,,jisajtik,,,,,
TSE23491,tzh,j'isim chay,n.,,,,,,TSE09981 ; TSE19681,,,,,,,j- 'isim + chay,,,,,,,,
TSE23501,tzh,jisk'uj,i.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jis -k'uj,,,,,,,,
TSE23511,tzh,jisk'un,t.v.,,,,,,,"Guaquitepec, Oxchuc",,,,,,jis -k'un,,,,,,,,
TSE23521,tzh,jisomtay,t.v.,,,,,,,,,,,,,jis -om -tay,,,,,"alternancia O/U, -Y: <jisumtay, jisomta,...>",var. Bachajón <jisuntay>; Center <bisomtay>,,
TSE23531,tzh,jisomtik,diff.adj.,,,,,,,,,,,,,jis -om -tik,,,,,alternancia O/U: <jisumtik>,,,
TSE23541,tzh,jit,n.,,,,,,,"Bachajón, Cancuc, Guaquitepec",,,,,,,,,,,,,,
TSE23551,tzh,jit',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23552,tzh,jiht',num.clas.,,,,,,TSE23551,,,,,,,jit' -h-,,,,,alternancia H: <jijt'>,,,
TSE23561,tzh,jit'-ak,n.,,,,,,,"Oxchuc, Tenejapa",,,,,,jit' + ak,,,,,,,,
TSE23571,tzh,jit'-akil te',n.,,,,,,,Oxchuc,,,,,,[jit' + 'ak -il] + te',,,,,,Bachajón [jalabil te'](TSE20761),,
TSE23581,tzh,jit'il,pos.adj.,,,,,,,,,,,,,jit' -il,,,jit'ajtik,,,,,
TSE23591,tzh,ji'ton,n.,,,,,,,,,,,,,ji' + ton,,,,,,,,
TSE23601,tzh,jits,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23611,tzh,jits',t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23621,tzh,jitsp'uj,i.v.,,,,,,TSE23601,"Bachajón, Guaquitepec",,,,,,jits -p'uj,,,,,,,,
TSE23631,tzh,jitsp'un,t.v.,,,,,,TSE23601,"Bachajón, Guaquitepec",,,,,,jits -p'un,,,,,,,,
TSE23641,tzh,jix,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE23651,tzh,jixp'uj,i.v.,,,,,,,,,,,,,jix -p'uj,,,,,alternancia -Vj: <jixp'oj>,,,
TSE23661,tzh,jixp'un,t.v.,,,,,,,,,,,,,jix -p'un,,,,,,,,
TSE23671,tzh,jkabinal,n.,,,,,,,"Bachajón, Oxchuc",,,,,,j- kabinal,,,,,alternancia J-: <kabinal>,Petalcingo <jkabenal>,,
TSE23681,tzh,jk'ajowil,n.,,,,,,,Tenejapa,,,,,,j- k'aj -ow -il,,,,,,,,
TSE23691,tzh,jk'an ants,n.,,,,,,TSE02371 ; TSE28271,,,,,,,j- k'an + ants,,,,,,,,
TSE23701,tzh,jk'an xik,n.,,,,,,TSE28251 ; TSE73481,,,,,,,j- k'an + xik,,,,,,,,
TSE23711,tzh,jk'anal nuk' pan,n.,,,,,,TSE28251 ; TSE45981 ; TSE47961,Bachajón,,,,,,[j- k'an -al + nuk'] + pan,,,,,,,,
TSE23721,tzh,jkanan,n.,,,,,,TSE28431,,,TSE23731 ; TSE23741 ; TSE23751,,,,j- kanan,,,,,alternancia J-: <kanan>,,,
TSE23731,tzh,jkanan chij,n.,,,,,,TSE11761 ; TSE23721,,,,,,,j- kanan + chij,,,,,alternancia J-: <kanan chiij>,,,
TSE23741,tzh,jkanan lum,n.,,,,,,TSE23721 ; TSE39141,,,,,,,j- kanan + lum,,,,,alternancia J-: <kanan lum>,,,
TSE23751,tzh,jkanan wakax,n.,,,,,,TSE23721 ; TSE69621,,,,,,,j- kanan + wakax,,,,,alternancia J-: <kanan wakax>,,,
TSE23761,tzh,jk'asesej k'op,n.,,,,,,TSE28941 ; TSE32441,,,,,,,j- k'ax -es -ej + k'op,,,,,alternancia J-: <k'asesej k'op>,,,
TSE23771,tzh,jk'axel,adv.,,,,,,,,,,,,,j- k'ax -el,,,,,alternancia J-: <k'axel>,,,
TSE23781,tzh,jkaxlan,n.,,,,,,,,,,,,,j- kaxlan,,,,,alternancia J-: <kaxlan>,,,
